"Lizenzliste: Karger Journals Komplett AL [EZB-NALIX-00498]"			 			 			 			 			 	
"Datum: 11.10.2018 um 12:40 Uhr"			 			 			 			 			 	
"Typ der Lizenzen: Alle angezeigten Lizenzen"			 			 			 			 			 	
60195	"Breast Care"	"Karger"	"Medizin"	"1661-3805"	"1661-3791"	"2205941-6"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALIX&jour_id=60195"	"http://www.karger.com/brc"	2006	1						"Innere Medizin"
2888	"Cardiology (früher: Cardiologia)"	"Karger"	"Medizin"	"1421-9751"	"0008-6312"	"1482041-9"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALIX&jour_id=2888"	"http://www.karger.com/crd"	1998	89						"Kardiologie"
151545	"Cardiorenal Medicine"	"Karger"	"Medizin"	"1664-5502"	"1664-3828"	"2595659-0"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALIX&jour_id=151545"	"http://www.karger.com/crm"	2011	1						"Kardiologie"
3011	"Caries Research"	"Karger"	"Medizin"	"1421-976X"	"0008-6568"	"1482046-8"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALIX&jour_id=3011"	"http://www.karger.com/cre"	1998	32						"Zahnmedizin"
3893	"Cells Tissues Organs"	"Karger"	"Biologie;Medizin"	"1421-9654"	"0001-5180"	"1481840-1"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALIX&jour_id=3893"	"http://www.karger.com/cto"	1998	161						"Zellbiologie;Anatomie"
3012	"Cellular Physiology and Biochemistry (-2004)"	"Karger"	"Biologie;Chemie und Pharmazie;Medizin"	"1421-9778"	"1015-8987"	"1482056-0"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALIX&jour_id=3012"	"http://www.karger.com/cpb"	1998	8		2004	14			"Zellbiologie;Biochemie"
385	"Cerebrovascular Diseases"	"Karger"	"Medizin"	"1421-9786"	"1015-9770"	"1482069-9"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALIX&jour_id=385"	"http://www.karger.com/ced"	1998	8						"Angiologie"
3013	"Chemotherapy (formerly: Chemotherapia)"	"Karger"	"Medizin"	"1421-9794"	"0009-3157"	"1482111-4"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALIX&jour_id=3013"	"http://www.karger.com/che"	1998	44						"Onkologie"
2189	"Complementary Medicine Research <Forschende Komplementärmedizin und Klassische Naturheilkunde Research in complementary and classical natural medicine>"	"Karger"	"Medizin"	"1421-9999"	"1021-7096"	"2888724-4"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALIX&jour_id=2189"	"http://www.karger.com/fkm"	1998	5						"Alternative Medizin"
20115	"ComPlexUs : Modelling and Understanding Functional Interactions in Life Sciences"	"Karger"	"Biologie"	"1424-8506"	"1424-8492"	"2061889-X"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALIX&jour_id=20115"	"http://www.karger.com/cpu"	2003	1		2006	3			"Theoretische Biologie"
84966	"Current Urology (-2014)"	"Karger"	"Medizin"	"1661-7657"	"1661-7649"	"2260439-X"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALIX&jour_id=84966"	"http://www.karger.com/CUR"	2007	1		2014	8			"Urologie"
20117	"Cytogenetic and Genome Research "	"Karger"	"Biologie;Medizin"	"1421-9816"	"0301-0171"	"2061918-2"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALIX&jour_id=20117"	"http://www.karger.com/cgr"	1998	80						"Genetik;Zellbiologie"
3896	"Dementia and Geriatric Cognitive Disorders"	"Karger"	"Medizin"	"1421-9824"	"1013-7424"	"1482186-2"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALIX&jour_id=3896"	"http://www.karger.com/dem"	1998	9						"Geriatrie"
3015	"Dermatology (formerly: Dermatologica; Dermatologische Zeitschrift)"	"Karger"	"Medizin"	"1421-9832"	"0011-9075"	"1482189-8"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALIX&jour_id=3015"	"http://www.karger.com/drm"	1998	196						"Dermatologie und Venerologie"
6785	"Dermatology and Psychosomatics / Dermatologie und Psychosomatik"	"Karger"	"Medizin"	"1424-0564"	"1422-9196"	"2022257-9"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALIX&jour_id=6785"	"http://www.karger.com/dps"	2000	1		2004	5			"Dermatologie und Venerologie"
3897	"Developmental Neuroscience"	"Karger"	"Medizin"	"1421-9859"	"0378-5866"	"1482201-5"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALIX&jour_id=3897"	"http://www.karger.com/dne"	1998	20						"Neurologie"
2892	"Digestion (früher: Archiv für Verdauungskrankheiten mit Einschluss der Stoffwechselpathologie und der Diätetik; Archiv für Verdauungs-Krankheiten, Stoffwechselpathologie und Diätetik; Gastroenterologia)"	"Karger"	"Medizin"	"1421-9867"	"0012-2823"	"1482218-0"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALIX&jour_id=2892"	"http://www.karger.com/dig"	1998	59						"Gastroenterologie"
3016	"Digestive Diseases (früher: Survey of Digestive Diseases)"	"Karger"	"Medizin"	"1421-9875"	"0253-4398"	"1482221-0"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALIX&jour_id=3016"	"http://www.karger.com/ddi"	1998	16						"Gastroenterologie"
2187	"Digestive Surgery"	"Karger"	"Medizin"	"1421-9883"	"0253-4886"	"1468560-7"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALIX&jour_id=2187"	"http://www.karger.com/dsu"	1998	15						"Chirurgie"
3024	"European Addiction Research"	"Karger"	"Medizin"	"1421-9891"	"1022-6877"	"1482231-3"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALIX&jour_id=3024"	"http://www.karger.com/ear"	1998	4						"Suchtforschung"
3025	"European Neurology"	"Karger"	"Medizin"	"1421-9913"	"0014-3022"	"1482237-4"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALIX&jour_id=3025"	"http://www.karger.com/ene"	1998	39						"Neurologie"
2188	"European Surgical Research"	"Karger"	"Medizin"	"1421-9921"	"0014-312x"	"1468505-x"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALIX&jour_id=2188"	"http://www.karger.com/esr"	1998	30						"Chirurgie"
183850	"European Thyroid Journal"	"Karger"	"Medizin"	"2235-0802"	"2235-0640"	"2659767-6"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALIX&jour_id=183850"	"http://www.karger.com/etj"	2012	1						"Innere Medizin"
3026	"European Urology (1976-2001)"	"Karger"	"Medizin"	"1421-993X"	"0302-2838"	"1482253-2"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALIX&jour_id=3026"	"http://www.karger.com/eur"	1998	33		2001	40			"Urologie"
20123	"Exogenous Dermatology "	"Karger"	"Medizin"	"1424-4624"	"1424-4616"	"2061890-6"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALIX&jour_id=20123"	"http://www.karger.com/exd"	2002	1		2004	3			"Dermatologie und Venerologie"
3027	"Experimental and Clinical Immunogenetics"	"Karger"	"Medizin"	"1421-9948"	"0254-9670"	"1482283-0"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALIX&jour_id=3027"	"http://www.karger.com/eci"	1998	15		2001	18			"Immunologie"
3029	"Fetal Diagnosis and Therapy (formerly Fetal Therapy)"	"Karger"	"Medizin"	"1421-9964"	"0257-2788"	"1482292-1"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALIX&jour_id=3029"	"http://www.karger.com/fdt"	1998	13						"Gynäkologie und Geburtshilfe"
3898	"Folia Phoniatrica et Logopaedica (formerly Folia Phoniatrica)"	"Karger"	"Medizin"	"1421-9972"	"0015-5705"	"1482295-7"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALIX&jour_id=3898"	"http://www.karger.com/fpl"	1998	50						"Logopädie"
3899	"Folia Primatologica"	"Karger"	"Biologie"	"1421-9980"	"0015-5713"	"1482298-2"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALIX&jour_id=3899"	"http://www.karger.com/fpr"	1998	69						"Evolution"
201754	"Gastrointestinal Tumors"	"Karger"	"Medizin"	"2296-3766"	"2296-3774"	"2735769-7"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALIX&jour_id=201754"	"http://www.karger.com/GAT"	2014	1						"Gastroenterologie;Onkologie"
3030	"Gerontology (Karger)"	"Karger"	"Medizin"	"1423-0003"	"0016-898X"	"1482689-6"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALIX&jour_id=3030"	"http://www.karger.com/ger"	1998	44						"Geriatrie"
3935	"Gynäkologisch-Geburtshilfliche Rundschau (formerly Gynäkologische Rundschau)"	"Karger"	"Medizin"	"1423-0011"	"1018-8843"	"1482693-8"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALIX&jour_id=3935"	"http://www.karger.com/ggr"	1998	38		2009	49			"Gynäkologie und Geburtshilfe"
3934	"Gynecologic and Obstetric Investigation (formerly: Monatsschrift für Geburtshilfe und Gynaekologie; Gynaecologia; Gynecologic Investigation)"	"Karger"	"Medizin"	"1423-002X"	"0017-5986"	"1482695-1"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALIX&jour_id=3934"	"http://www.karger.com/goi"	1998	45						"Gynäkologie und Geburtshilfe"
6783	"Heart Drug"	"Karger"	"Medizin"	"1424-0556"	"1422-9528"	"2022258-0"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALIX&jour_id=6783"	"http://www.karger.com/hed"	2001	1		2005	5			"Kardiologie"
3031	"Hormone Research in Paediatrics "	"Karger"	"Medizin"	"1423-0046"	"0018-5051"	"2540224-9"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALIX&jour_id=3031"	"http://www.karger.com/hrp"	1998	49						"Innere Medizin"
2170	"Human Development"	"Karger"	"Psychologie"	"1423-0054"	"0018-716X"	"1472161-2"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALIX&jour_id=2170"	"http://www.karger.com/hde"	1998	41						"Entwicklungspsychologie"
3032	"Human Heredity (formerly Acta Genetica et Statistica Medica)"	"Karger"	"Biologie;Medizin"	"1423-0062"	"0001-5652"	"1482710-4"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALIX&jour_id=3032"	"http://www.karger.com/hhe"	1998	48						"Genetik;Humanbiologie"
37710	"Indoor and Built Environment (formerly: Indoor Environment) "	"Sage Publications ; HighWire Press ; formerly Karger"	"Architektur, Bauingenieur- und Vermessungswesen;Energie, Umweltschutz, Kerntechnik"	"1423-0070"	"1420-326X"	"1482713-x"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALIX&jour_id=37710"	"http://www.karger.com/ibe"	1998	7		2002	11			"Bauökologie;Gebäudetechnik"
243146	"Inflammatory Intestinal Diseases"	"Karger"	"Medizin"	"2296-9365"	"2296-9403"	"2817967-5"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALIX&jour_id=243146"	"http://www.karger.com/IID"	2016	1						"Endokrinologie"
3035	"International Archives of Allergy and Immunology "	"Karger"	"Medizin"	"1423-0097"	"0020-5915"	"1482722-0"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALIX&jour_id=3035"	"http://www.karger.com/iaa"	1998	115						"Immunologie"
184221	"Interventional Neurology "	"Karger"	"Medizin"	"1664-5545"	"1664-9737"	"2662855-7"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALIX&jour_id=184221"	"http://www.karger.com/INE"	2012	1						"Neurologie"
3932	"Intervirology"	"Karger"	"Medizin"	"1423-0100"	"0300-5526"	"1482863-7"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALIX&jour_id=3932"	"http://www.karger.com/int"	1998	41						"Infektionskrankheiten"
3931	"Invasion and Metastasis "	"Karger"	"Medizin"	"1423-0119"	"0251-1789"	"1482868-6"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALIX&jour_id=3931"	"http://www.karger.com/iam"	1998	18	1	1999	18	6		"Onkologie"
53421	"Journal of Biomedical Science (1993-2008)"	"Springer ; formerly Karger"	"Biologie;Medizin"	"1423-0127"	"1021-7770"	"1482918-6"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALIX&jour_id=53421"	"http://www.karger.com/jbs"	1998	5		2004	11			"Biomedizin"
110168	"Journal of Innate Immunity"	"Karger"	"Medizin"	"1662-8128"	"1662-811X"	"2455818-7"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALIX&jour_id=110168"	"http://www.karger.com/JIN"	2009	1						"Immunologie"
31683	"Journal of Molecular Microbiology and Biotechnology (2003-)"	"Karger"	"Biologie;Verfahrenstechnik, Biotechnologie, Lebensmitteltechnologie"	"1660-2412"	"1464-1801"	"2052063-3"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALIX&jour_id=31683"	"http://www.karger.com/mmb"	2003	5						"Mikrobiologie;Biotechnologie"
3930	"Journal of Vascular Research "	"Karger"	"Medizin"	"1423-0135"	"0003-3189"	"1482726-8"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALIX&jour_id=3930"	"http://www.karger.com/jvr"	1998	35						"Angiologie"
203079	"Karger Kompass Dermatologie"	"Karger"	"Medizin"	"2296-536X"	"2296-5424"	"2741387-1"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALIX&jour_id=203079"	"http://www.karger.com/Journal/Home/261191"	2013	1						"Dermatologie und Venerologie"
211151	"Karger Kompass Onkologie"	"Karger"	"Medizin"	"2296-5386"	"2296-5416"	"2754730-9"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALIX&jour_id=211151"	"http://www.karger.com/Journal/Home/261192"	2014	1						"Onkologie"
237052	"Karger Kompass Ophthalmologie"	"Karger"	"Medizin"	"2297-0045"	"2297-0118"	"2834706-7"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALIX&jour_id=237052"	"http://www.karger.com/KOP"	2015	1						"Augenheilkunde"
199096	"Karger Kompass Pneumologie"	"Karger"	"Medizin"	"2296-0317"	"2296-0368"	"2724124-5"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALIX&jour_id=199096"	"http://www.karger.com/Journal/Home/257333"	2013	1						"Allgemeine medizinischen Zeitschriften"
3929	"Kidney and Blood Pressure Research (-2009)"	"Karger"	"Medizin"	"1423-0143"	"0378-5858"	"1482922-8"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALIX&jour_id=3929"	"http://www.karger.com/kbr"	1998	21		2009	32			"Nephrologie;Kardiologie"
228349	"Kidney Diseases"	"Karger"	"Medizin"	"2296-9357"	"2296-9381"	"2817963-8"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALIX&jour_id=228349"	"http://www.karger.com/KDD"	2015	1						"Nephrologie"
85079	"Lifestyle genomics"	"Karger"	"Medizin"	"1661-6758"	"1661-6499"	"2908437-4"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALIX&jour_id=85079"	"http://www.karger.com/JNN"	2007	1						"Ernährungsmedizin"
184796	"Liver Cancer "	"Karger"	"Medizin"	"1664-5553"	"2235-1795"	"2666925-0"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALIX&jour_id=184796"	"http://www.karger.com/LIC"	2012	1						"Hepatologie;Onkologie"
3038	"Mineral and Electrolyte Metabolism "	"Karger"	"Medizin"	"1423-016X"	"0378-0392"	"1482979-4"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALIX&jour_id=3038"	"http://www.karger.com/mem"	1998	24		1999	25			"Innere Medizin"
227747	"Molecular Neuropsychiatry "	"Karger"	"Medizin"	"2296-9179"	"2296-9209"	"2806946-8"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALIX&jour_id=227747"	"http://www.karger.com/MNP"	2015	1						"Neurologie;Psychiatrie"
133386	"Molecular Syndromology"	"Karger"	"Medizin"	"1661-8777"	"1661-8769"	"2546218-0"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALIX&jour_id=133386"	"http://www.karger.com/MSY"	2010	1						"Biomedizin;Genetik"
3928	"Natural Immunity "	"Karger"	"Medizin"	"1423-0178"	"1018-8916"	"1482989-7"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALIX&jour_id=3928"	"http://www.karger.com/nam"	1998	16	1	1998	16	6		"Immunologie"
3009	"Neonatology"	"Karger"	"Medizin"	"1421-9727"	"0006-3126"	"2403535-X"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALIX&jour_id=3009"	"http://www.karger.com/NEO"	1998	73						"Kinderheilkunde"
2190	"Nephron (-2002)"	"Karger"	"Medizin"	"1423-0186"	"0028-2766"	"1464421-6"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALIX&jour_id=2190"	"http://www.karger.com/nef"	1998	78		2002	92			"Nephrologie"
228419	"Nephron (2015-)"	"Karger"	"Medizin"	"2235-3186"	"1660-8151"	"2810853-X"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALIX&jour_id=228419"	"http://www.karger.com/nef"	2015	129						"Nephrologie"
31679	"Nephron Clinical Practice"	"Karger"	"Medizin"	"1660-2110"	"0028-2766"	"2098336-0"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALIX&jour_id=31679"	"http://www.karger.com/NEC"	2003	93		2014	128			"Nephrologie"
31680	"Nephron Experimental Nephrology "	"Karger"	"Medizin"	"1421-9956"	"0028-2766"	"2098337-2"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALIX&jour_id=31680"	"http://www.karger.com/NEE"	1998	6		2014	128			"Nephrologie"
31681	"Nephron Physiology"	"Karger"	"Medizin"	"1660-2137"	"0028-2766"	"2098340-2"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALIX&jour_id=31681"	"http://www.karger.com/NEP"	2003	93		2014	128			"Nephrologie"
39165	"Neurodegenerative Diseases"	"Karger"	"Medizin"	"1660-2862"	"1660-2854"	"2126858-7"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALIX&jour_id=39165"	"http://www.karger.com/NDD"	2004	1						"Neurologie"
18987	"Neuroembryology and Aging "	"Karger"	"Medizin"	"1424-8530"	"1424-8522"	"2206059-5"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALIX&jour_id=18987"	"http://www.karger.com/nba"	2002	1		2008	5			"Gynäkologie und Geburtshilfe;Neurologie"
3042	"Neuroendocrinology"	"Karger"	"Medizin"	"1423-0194"	"0028-3835"	"1483028-0"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALIX&jour_id=3042"	"http://www.karger.com/nen"	1998	67						"Endokrinologie;Neurologie"
3043	"Neuroepidemiology"	"Karger"	"Medizin"	"1423-0208"	"0251-5350"	"1483032-2"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALIX&jour_id=3043"	"http://www.karger.com/ned"	1998	17						"Neurologie"
3927	"NeuroImmunoModulation"	"Karger"	"Medizin"	"1423-0216"	"1021-7401"	"1483035-8"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALIX&jour_id=3927"	"http://www.karger.com/nim"	1998	5						"Neurologie"
3044	"Neuropsychobiology"	"Karger"	"Psychologie"	"1423-0224"	"0302-282X"	"1483094-2"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALIX&jour_id=3044"	"http://www.karger.com/nps"	1998	37						"Neuropsychologie"
19980	"Neurosignals (-2003)"	"Karger"	"Medizin"	"1422-4992"	"1422-4933"	"2061922-4"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALIX&jour_id=19980"	"http://www.karger.com/nsg"	1998	7		2003	12			"Neurologie"
227748	"Ocular Oncology and Pathology "	"Karger"	"Medizin"	"2296-4657"	"2296-4681"	"2806965-1"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALIX&jour_id=227748"	"http://www.karger.com/OOP"	2015	1						"Onkologie;Pathologie"
2894	"Oncology"	"Karger"	"Medizin"	"1423-0232"	"0030-2414"	"1483096-6"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALIX&jour_id=2894"	"http://www.karger.com/ocl"	1998	55						"Onkologie"
3046	"Oncology Research and Treatment"	"Karger"	"Medizin"	"1423-0240"	"0378-584X"	"2749752-5"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALIX&jour_id=3046"	"http://www.karger.com/ort"	1998	21						"Onkologie"
3047	"Ophthalmic Research"	"Karger"	"Medizin"	"1423-0259"	"0030-3747"	"1483177-6"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALIX&jour_id=3047"	"http://www.karger.com/ore"	1998	30						"Augenheilkunde"
3048	"Ophthalmologica (früher: Zeitschrift für Augenheilkunde)"	"Karger"	"Medizin"	"1423-0267"	"0030-3755"	"1483531-9"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALIX&jour_id=3048"	"http://www.karger.com/oph"	1998	212						"Augenheilkunde"
3045	"ORL (formerly Practica Oto-Rhino-Laryngologica)"	"Karger"	"Medizin"	"1423-0275"	"0032-6305"	"1483533-2"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALIX&jour_id=3045"	"http://www.karger.com/orl"	1998	60						"Hals-Nasen-Ohren-Heilkunde"
3926	"Oto-Rhino-Laryngologia Nova"	"Karger"	"Medizin"	"1423-0283"	"1014-8221"	"1483536-8"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALIX&jour_id=3926"	"http://www.karger.com/orn"	1998	8		2003	12			"Hals-Nasen-Ohren-Heilkunde"
10008	"Pancreatology"	"Elsevier ; formerly Karger"	"Medizin"	"1424-3911"	"1424-3903"	"2043694-4"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALIX&jour_id=10008"	"http://www.karger.com/pan"	2001	1		2011	11			"Innere Medizin"
3049	"Pathobiology (formerly Experimental Cell Biology; Pathologia et Microbiologia; Schweizerische Zeitschrift für allgemeine Pathologie und Bakteriologie)"	"Karger"	"Biologie;Medizin"	"1423-0291"	"0031-2959"	"1483541-1"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALIX&jour_id=3049"	"http://www.karger.com/pat"	1998	66						"Molekularbiologie;Zellbiologie"
20127	"Pathophysiology of Haemostasis and Thrombosis "	"Karger"	"Medizin"	"1423-0038"	"0301-0147"	"2081182-2"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALIX&jour_id=20127"	"http://www.karger.com/pht"	1998	28		2010	37			"Angiologie"
3925	"Pediatric Neurosurgery"	"Karger"	"Medizin"	"1423-0305"	"0255-7975"	"1483546-0"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALIX&jour_id=3925"	"http://www.karger.com/pne"	1998	28						"Kinderheilkunde;Neurologie;Chirurgie"
3050	"Pharmacology (formerly Medicina et Pharmacologia Experimentalis; Medicina Experimentalis)"	"Karger"	"Medizin"	"1423-0313"	"0031-7012"	"1483550-2"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALIX&jour_id=3050"	"http://www.karger.com/pha"	1998	56						"Pharmazie,Pharmakologie"
3924	"Phonetica"	"Karger"	"Allgemeine und vergleichende Sprach- und Literaturwissenschaft. Indogermanistik. Außereuropäische Sprachen und Literaturen"	"1423-0321"	"0031-8388"	"1483552-6"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALIX&jour_id=3924"	"http://www.karger.com/pho"	1998	55						"Phonetik"
