"Lizenzliste: Emerald Archive EFAD NL [EZB-NALIC-00472]"			 			 			 			 			 	
"Datum: 15.05.2019 um 14:45 Uhr"			 			 			 			 			 	
"Typ der Lizenzen: Alle angezeigten Lizenzen"			 			 			 			 			 	
1575	"Anti-Corrosion Methods and Materials (formerly: Corrosion Technology)"	"Emerald (ehemals: MCB University Press)"	"Maschinenwesen, Werkstoffwissenschaften, Fertigungstechnik, Bergbau u. Hüttenwesen, Verkehrstechnik, Feinwerktechnik"	"0003-5599;1758-4221"	"0003-5599"	"1477132-9"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALIC&jour_id=1575"	"https://www.emeraldinsight.com/loi/acmm"	1954	1		2016	63			"Werkstoffkunde"
87215	"Antidote, The"	"Emerald (ehemals: MCB University Press)"	"Wirtschaftswissenschaften"	"1758-423X"	"1363-8483"	"2269744-5"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALIC&jour_id=87215"	"https://www.emeraldinsight.com/journal/sla"	1996	1		2000	5			"Unternehmensführung"
230754	"Arts and the Market "	"Emerald"	"Kunstgeschichte;Wirtschaftswissenschaften"	""	""	"2819938-8"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALIC&jour_id=230754"	"https://www.emeraldinsight.com/journal/aam"	2015	5		2016	6			"Kulturmanagement"
159883	"Arts Marketing "	"Emerald"	"Kunstgeschichte;Wirtschaftswissenschaften"	""	""	"2604056-6"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALIC&jour_id=159883"	"https://www.emeraldinsight.com/loi/am"	2011	1		2014	4			"Kulturmanagement"
220948	"Asia Pacific International Journal of Marketing"	"Emerald (ehemals: MCB University Press)"	"Wirtschaftswissenschaften"	""	""	"2419238-7"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALIC&jour_id=220948"	"https://www.emeraldinsight.com/journal/apijm"	1989	1		1993	5	1		"Marketing"
121388	"Asia Pacific Journal of Business Administration"	"Emerald"	"Wirtschaftswissenschaften"	""	""	"2500536-4"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALIC&jour_id=121388"	"https://www.emeraldinsight.com/loi/apjba"	2009	1		2016	8			"Unternehmensführung"
9499	"Asia Pacific Journal of Marketing and Logistics "	"Emerald (ehemals: MCB University Press)"	"Wirtschaftswissenschaften"	"1758-4248"	"1355-5855"	"2037486-0"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALIC&jour_id=9499"	"https://www.emeraldinsight.com/loi/apjml"	1993	5	2	2016	28			"Marketing; Logistik"
178948	"Asian Education and Development Studies"	"Emerald"	"Pädagogik"	""	""	"2650542-3"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALIC&jour_id=178948"	"https://www.emeraldinsight.com/journal/aeds"	2012	1		2016	5			"Bildungswesen Asien"
128919	"Asian Journal on Quality, The"	"Emerald"	"Wirtschaftswissenschaften"	""	""	"2529740-5"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALIC&jour_id=128919"	"https://www.emeraldinsight.com/loi/ajq"	2006	7		2012	13			"Qualitätsmanagement"
4629	"Asian Libraries"	"Emerald (ehemals: MCB University Press)"	"Informations-, Buch- und Bibliothekswesen, Schrift- und Handschriftenkunde"	"1019-7516"	"1017-6748"	"1478488-9"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALIC&jour_id=4629"	"https://www.emeraldinsight.com/journal/al"	1997	6		1999	8			"Regionales Bibliothekswesen: Asien"
105774	"Asian Review of Accounting"	"Emerald"	"Wirtschaftswissenschaften"	"1758-8863"	"1321-7348"	"2425199-9"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALIC&jour_id=105774"	"https://www.emeraldinsight.com/loi/ara"	1992	1		2016	24			"Rechnungswesen"
211403	"Aslib Journal of Information Management "	"Emerald"	"Informations-, Buch- und Bibliothekswesen, Schrift- und Handschriftenkunde"	""	""	"2755049-7"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALIC&jour_id=211403"	"https://www.emeraldinsight.com/journal/ajim"	2014	66	1	2016	68			"Informationsmanagement"
5619	"Aslib Proceedings : New Information Perspectives"	"Emerald"	"Informations-, Buch- und Bibliothekswesen, Schrift- und Handschriftenkunde"	"1758-3748"	"0001-253X"	"2034100-3"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALIC&jour_id=5619"	"https://www.emeraldinsight.com/loi/ap"	1949	1		2013	65			"Informations- und Dokumentationswesen"
1675	"Assembly Automation"	"Emerald (ehemals: MCB University Press)"	"Maschinenwesen, Werkstoffwissenschaften, Fertigungstechnik, Bergbau u. Hüttenwesen, Verkehrstechnik, Feinwerktechnik"	"0144-5154;1758-4078"	"0144-5154"	"2014655-3"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALIC&jour_id=1675"	"https://www.emeraldinsight.com/loi/aa"	1980	1		2016	36			"Automatisierungstechnik"
29477	"Balance Sheet"	"Emerald (ehemals: MCB University Press)"	"Wirtschaftswissenschaften"	"0965-7967;1758-4086"	"0965-7967"	"2088633-0"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALIC&jour_id=29477"	"https://www.emeraldinsight.com/loi/bs"	2000	8		2004	12			"Finanzwirtschaft"
80865	"Baltic Journal of Management"	"Emerald (ehemals: MCB University Press)"	"Wirtschaftswissenschaften"	"1746-5273"	"1746-5265"	"2241820-9"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALIC&jour_id=80865"	"https://www.emeraldinsight.com/loi/bjm"	2006	1		2016	11			"Unternehmensführung"
555	"Benchmarking"	"Emerald (ehemals: MCB University Press)"	"Technik allgemein"	"1758-4094"	"1463-5771"	"2007988-6"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALIC&jour_id=555"	"https://www.emeraldinsight.com/loi/bij"	1999	6		2016	23			"Produktionstechnik"
195191	"Benchmarking for Quality Management and Technology "	"Emerald"	"Wirtschaftswissenschaften"	"1351-3036"	"1351-3036"	"2704677-1"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALIC&jour_id=195191"	"https://www.emeraldinsight.com/journal/bqmt"	1994	1		1998	5			"Unternehmensführung"
220930	"BLL Review / British Library Lending Division "	"Emerald"	"Informations-, Buch- und Bibliothekswesen, Schrift- und Handschriftenkunde"	""	""	"2796946-0"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALIC&jour_id=220930"	"https://www.emeraldinsight.com/journal/bll"	1973	1		1977	5			"Fernleihe"
4675	"Bottom Line, The"	"Emerald (ehemals: MCB University Press)"	"Informations-, Buch- und Bibliothekswesen, Schrift- und Handschriftenkunde"	"0888-045X"	"0888-045X"	"2014372-2"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALIC&jour_id=4675"	"https://www.emeraldinsight.com/loi/bl"	1988	1		2016	29			"Erwerbung"
1664	"British Food Journal (früher: British Food Journal and Hygienic Review)"	"Emerald (ehemals: MCB University Press)"	"Land- und Forstwirtschaft. Gartenbau. Fischereiwirtschaft. Hauswirtschaft. Ernährung"	"0007-070X;1758-4108"	"0007-070X"	"2027461-0"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALIC&jour_id=1664"	"https://www.emeraldinsight.com/loi/bfj"	1899	1		2016	118			"Ernährungswissenschaften"
7370	"British Journal of Clinical Governance"	"Emerald (ehemals: MCB University Press)"	"Medizin"	"1466-4119"	"1466-4100"	"2013028-4"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALIC&jour_id=7370"	"https://www.emeraldinsight.com/loi/bjcg"	1999	4		2002	7			"Krankenhauswesen"
120419	"British Journal of Forensic Practice, The "	"Pier Professional (formerly: Pavilion Publishing) ; Emerald Group"	"Medizin;Psychologie"	""	""	"2500280-6"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALIC&jour_id=120419"	"https://www.emeraldinsight.com/loi/bjfp"	1999	1		2012	14			"Rechtsmedizin;Pathologie ; forensische Psychologie"
164028	"Built Environment Project and Asset Management "	"Emerald"	"Architektur, Bauingenieur- und Vermessungswesen;Wirtschaftswissenschaften"	""	""	"2611045-3"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALIC&jour_id=164028"	"https://www.emeraldinsight.com/journal/bepam"	2011	1		2016	6			"Projektmanagement;Bautechnik"
554	"Business Process Management Journal"	"Emerald (ehemals: MCB University Press)"	"Wirtschaftswissenschaften"	"1758-4116"	"1463-7154"	"2014421-0"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALIC&jour_id=554"	"https://www.emeraldinsight.com/journal/bpmj"	1997	3		2016	22			"Prozessmanagement"
193612	"Business Process Re-engineering and Management Journal "	"MCB University Press"	"Wirtschaftswissenschaften"	"2054-5568"	"1355-2503"	"2695843-0"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALIC&jour_id=193612"	"https://www.emeraldinsight.com/journal/bprmj"	1995	1		1996	2			"Allgemeine Wirtschaftswissenschaften"
87214	"Business Strategy Series"	"Emerald"	"Wirtschaftswissenschaften"	"1751-5645"	"1751-5637"	"2269745-7"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALIC&jour_id=87214"	"https://www.emeraldinsight.com/loi/bss"	2007	8		2013	14			"Unternehmensführung"
1707	"Campus-Wide Information Systems"	"Emerald (ehemals: MCB University Press)"	"Informatik"	"1065-0741"	"1065-0741"	"1481615-5"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALIC&jour_id=1707"	"https://www.emeraldinsight.com/loi/cwis"	1993	10		2014	31			"Netzwerke"
553	"Career Development International"	"Emerald (ehemals: MCB University Press)"	"Wirtschaftswissenschaften"	"1758-6003"	"1362-0436"	"2031899-6"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALIC&jour_id=553"	"https://www.emeraldinsight.com/loi/cdi"	1996	1		2016	21			"Unternehmensführung"
121389	"China Agricultural Economic Review"	"Emerald"	"Land- und Forstwirtschaft. Gartenbau. Fischereiwirtschaft. Hauswirtschaft. Ernährung;Wirtschaftswissenschaften"	"1756-1388"	"1756-137X"	"2500567-4"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALIC&jour_id=121389"	"https://www.emeraldinsight.com/loi/caer"	2008	1		2016	8			"Agrarökonomie;Landwirtschaft China"
150703	"China Finance Review International"	"Emerald"	"Wirtschaftswissenschaften"	""	""	"2589380-4"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALIC&jour_id=150703"	"https://www.emeraldinsight.com/journal/cfri"	2010	1		2016	6			"Finanzbericht China"
90799	"Chinese Management Studies"	"Emerald"	"Wirtschaftswissenschaften"	"1750-6158"	"1750-614X"	"2280185-6"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALIC&jour_id=90799"	"https://www.emeraldinsight.com/loi/cms"	2007	1		2016	10			"Unternehmensführung"
4233	"Circuit World"	"Emerald (ehemals: MCB University Press)"	"Elektrotechnik,  Mess- und Regelungstechnik"	"0305-6120;1758-602X"	"0305-6120"	"2027537-7"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALIC&jour_id=4233"	"https://www.emeraldinsight.com/loi/cw"	1974	1		2016	42			"Steuerungs- und Regelungstechnik"
35127	"Clinical Governance"	"Emerald (ehemals: MCB University Press)"	"Medizin;Wirtschaftswissenschaften"	"1758-6038"	"1477-7274"	"2271139-9"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALIC&jour_id=35127"	"https://www.emeraldinsight.com/loi/cgij"	2003	8		2015	20			"Krankenhauswesen;Gesundheitsökonomie"
15800	"Clinical Performance and Quality Healthcare"	"Emerald (ehemals: MCB University Press)"	"Medizin"	"2054-5584"	"1063-0279"	"2062765-8"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALIC&jour_id=15800"	"https://www.emeraldinsight.com/loi/cpqhc"	1999	7		2000	8			"Krankenhauswesen"
1712	"Collection Building"	"Emerald (ehemals: MCB University Press)"	"Informations-, Buch- und Bibliothekswesen, Schrift- und Handschriftenkunde"	"2054-5592"	"0160-4953"	"2014233-X"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALIC&jour_id=1712"	"https://www.emeraldinsight.com/loi/cb"	1978	1		2016	35			"Bestandsaufbau"
1676	"COMPEL: International Journal of Computations & Mathematics in Electrical & Electronic Engineering"	"Emerald (ehemals: MCB University Press)"	"Elektrotechnik,  Mess- und Regelungstechnik;Mathematik"	"0332-1649;2054-5606"	"0332-1649"	"1501321-2"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALIC&jour_id=1676"	"https://www.emeraldinsight.com/loi/compel"	1982	1		2016	35			"Ingenieurmathematik"
105794	"Competitiveness Review"	"Emerald"	"Wirtschaftswissenschaften"	""	""	"2070009-X"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALIC&jour_id=105794"	"https://www.emeraldinsight.com/loi/cr"	1991	1		2016	26			"Unternehmensführung"
14992	"Construction Innovation: Information, Process, Management"	"Emerald (ehemals: MCB University Press) (2006-) ; Hodder Arnold (-2006)"	"Architektur, Bauingenieur- und Vermessungswesen"	"1477-0857"	"1471-4175"	"2053869-8"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALIC&jour_id=14992"	"https://www.emeraldinsight.com/loi/ci"	2001	1		2016	16			"Baukonstruktion"
4630	"Corporate Communications: An International Journal"	"Emerald (ehemals: MCB University Press)"	"Wirtschaftswissenschaften"	"1758-6046"	"1356-3289"	"2029376-8"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALIC&jour_id=4630"	"https://www.emeraldinsight.com/loi/ccij"	1996	1		2016	21			"Wirtschaftskommunikation"
35128	"Corporate Governance : International Journal of Business in Society"	"Emerald (ehemals: MCB University Press)"	"Wirtschaftswissenschaften"	"1758-6054"	"1472-0701"	"2108826-3"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALIC&jour_id=35128"	"https://www.emeraldinsight.com/loi/cg"	2001	1		2016	16			"Wirtschaftssoziologie;Verwaltungswissenschaft"
54113	"Critical Perspectives on International Business"	"Emerald (ehemals: MCB University Press)"	"Wirtschaftswissenschaften"	"1758-6062"	"1742-2043"	"2188056-6"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALIC&jour_id=54113"	"https://www.emeraldinsight.com/loi/cpoib"	2005	1		2016	12			"Internationale Wirtschaftsmärkte"
240650	"Cross Cultural & Strategic Management"	"Emerald"	"Wirtschaftswissenschaften"	""	""	"2847179-9"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALIC&jour_id=240650"	"https://www.emeraldinsight.com/journal/ccsm"	2016	23	1	2016	23	4		"Unternehmensführung"
10264	"Cross Cultural Management"	"Emerald (ehemals: MCB University Press)"	"Wirtschaftswissenschaften"	"1758-6089"	"1352-7606"	"2047291-2"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALIC&jour_id=10264"	"https://www.emeraldinsight.com/loi/ccm"	1994	1		2015	22			"Interkulturelles Management"
35608	"Development and Learning in Organizations : An International Journal"	"Emerald (ehemals: MCB University Press)"	"Wirtschaftswissenschaften"	"1758-6097"	"1477-7282"	"2112764-5"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALIC&jour_id=35608"	"https://www.emeraldinsight.com/loi/dlo"	2003	17		2016	30			"Organisationsmanagement"
246360	"Digital Library Perspectives"	"Emerald"	"Informations-, Buch- und Bibliothekswesen, Schrift- und Handschriftenkunde"	"2059-5816"	"2059-5816"	"2862498-1"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALIC&jour_id=246360"	"https://www.emeraldinsight.com/journal/dlp"	2016	32	1	2016	32	4		"Elektronische Bibliothek"
88317	"Direct Marketing: An International Journal"	"Emerald"	"Wirtschaftswissenschaften"	"1750-5941"	"1750-5933"	"2279046-9"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALIC&jour_id=88317"	"https://www.emeraldinsight.com/loi/dmij"	2007	1		2009	3			"Marketing"
1666	"Disaster Prevention and Management: An International Journal"	"Emerald (ehemals: MCB University Press)"	"Technik allgemein"	"0965-3562;1758-6100"	"0965-3562"	"2020866-2"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALIC&jour_id=1666"	"https://www.emeraldinsight.com/loi/dpm"	1994	3		2016	25			"Katastrophenschutz"
120415	"Drugs and Alcohol Today "	"Pier Professional (formerly: Pavilion Publishing) ; Emerald"	"Psychologie;Soziologie"	""	""	"2500059-7"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALIC&jour_id=120415"	"https://www.emeraldinsight.com/journal/dat"	2001	1		2016	16			"Suchtforschung"
1738	"Education + Training (früher: Technical Education; Technical Education and Industrial Training)"	"Emerald (ehemals: MCB University Press)"	"Pädagogik"	"0040-0912;1758-6127"	"0040-0912"	"1502392-8"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALIC&jour_id=1738"	"https://www.emeraldinsight.com/loi/et"	1959	1		2016	58			"Allgemeine pädagogische Zeitschriften"
103570	"Education, Business and Society : Contemporary Middle Eastern Issues"	"Emerald"	"Politologie;Soziologie;Wirtschaftswissenschaften"	"1753-7991"	"1753-7983"	"2424786-8"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALIC&jour_id=103570"	"https://www.emeraldinsight.com/loi/ebs"	2008	1		2014	7			"Länderbericht Naher Osten"
5338	"Electronic Library, The"	"Emerald (ehemals: MCB University Press)"	"Informations-, Buch- und Bibliothekswesen, Schrift- und Handschriftenkunde"	"0264-0473;1758-616X"	"0264-0473"	"1500250-0"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALIC&jour_id=5338"	"https://www.emeraldinsight.com/loi/el"	1983	1		2016	34			"Elektronische Bibliothek"
7372	"Electronic Resources Review"	"Emerald (ehemals: MCB University Press)"	"Informations-, Buch- und Bibliothekswesen, Schrift- und Handschriftenkunde"	"1364-5137"	"1364-5137"	"2014237-7"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALIC&jour_id=7372"	"https://www.emeraldinsight.com/journal/err"	1997	1		2000	4			"Elektronische Bibliothek"
194483	"Employee Counselling Today "	"Emerald"	"Wirtschaftswissenschaften"	"0955-8217"	"0955-8217"	"2700384-X"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALIC&jour_id=194483"	"https://www.emeraldinsight.com/journal/ect"	1989	1		1996	8			"Wirtschaftspädagogik"
552	"Employee Relations"	"Emerald (ehemals: MCB University Press)"	"Wirtschaftswissenschaften"	"0142-5455;1758-7069"	"0142-5455"	"2031891-1"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALIC&jour_id=552"	"https://www.emeraldinsight.com/loi/er"	1979	1		2016	38			"Personalwesen"
15801	"Empowerment in Organizations"	"Emerald (ehemals: MCB University Press)"	"Wirtschaftswissenschaften"	"1463-4457"	"0968-4891"	"2063255-1"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALIC&jour_id=15801"	"https://www.emeraldinsight.com/journal/eio"	1994	2		1998	6			"Organisationsmanagement"
1677	"Engineering Computations: International Journal for Computer-aided Engineering and Software"	"Emerald (ehemals: MCB University Press)"	"Technik allgemein"	"0264-4401;1758-7077"	"0264-4401"	"2009342-1"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALIC&jour_id=1677"	"https://www.emeraldinsight.com/loi/ec"	1984	1		2016	33			"Computeranwendung in den Ingenieurwissenschaften"
35547	"Engineering, Construction and Architectural Management"	"Emerald (ehemals: MCB University Press) ; formerly Blackwell Publishing "	"Architektur, Bauingenieur- und Vermessungswesen"	""	""	"2020204-0"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALIC&jour_id=35547"	"https://www.emeraldinsight.com/journal/ecam"	1994	1		2016	23			"Baukonstruktion"
228098	"English Teaching: Practice & Critique (2015 -)"	"Emerald"	"Anglistik. Amerikanistik"	""	""	"2175817-7"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALIC&jour_id=228098"	"https://www.emeraldinsight.com/loi/etpc"	2015	14		2016	15			"Fachdidaktik: Englisch"
1667	"Environmental Management and Health"	"Emerald (ehemals: MCB University Press)"	"Medizin;Wirtschaftswissenschaften"	"0956-6163;1758-7085"	"0956-6163"	"2027504-3"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALIC&jour_id=1667"	"https://www.emeraldinsight.com/journal/emh"	1990	1		2002	13			"Umweltmanagement;Umweltmedizin"
10265	"Equal Opportunities International"	"Emerald (ehemals: MCB University Press)"	"Soziologie"	"0261-0159;1758-7093"	"0261-0159"	"2047389-8"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALIC&jour_id=10265"	"https://www.emeraldinsight.com/journal/eoi"	1981	1		2009	28			"Gleichberechtigung,"
130400	"Equality, Diversity and Inclusion"	"Emerald (ehemals: MCB University Press)"	"Soziologie"	"2040-7157"	"2040-7149"	"2538617-7"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALIC&jour_id=130400"	"https://www.emeraldinsight.com/loi/edi"	2010	29		2016	35			"Gleichberechtigung"
120422	"Ethnicity and Inequalities in Health and Social Care "	"Pier Professional (formerly: Pavilion Publishing) ; Emerald"	"Medizin;Soziologie"	""	""	"2479310-3"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALIC&jour_id=120422"	"https://www.emeraldinsight.com/journal/eihsc"	2008	1		2014	7			"Medizinische Soziologie"
103572	"EuroMed Journal of Business"	"Emerald"	"Wirtschaftswissenschaften"	"1758-888X"	"1450-2194"	"2455829-1"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALIC&jour_id=103572"	"https://www.emeraldinsight.com/journal/emjb"	2006	1		2016	11			"Allgemeine Wirtschaftswissenschaften"
549	"European Business Review"	"Emerald (ehemals: MCB University Press)"	"Wirtschaftswissenschaften"	"1758-7107"	"0955-534X"	"2025931-1"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALIC&jour_id=549"	"https://www.emeraldinsight.com/loi/ebr"	1989	89		1999	99			"Allgemeine Wirtschaftswissenschaften"
549	"European Business Review"	"Emerald (ehemals: MCB University Press)"	"Wirtschaftswissenschaften"	"1758-7107"	"0955-534X"	"2025931-1"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALIC&jour_id=549"	"https://www.emeraldinsight.com/loi/ebr"	2000	12		2016	28			"Allgemeine Wirtschaftswissenschaften"
7288	"European Journal of Innovation Management"	"Emerald (ehemals: MCB University Press)"	"Wirtschaftswissenschaften"	"1758-7115"	"1460-1060"	"2028189-4"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALIC&jour_id=7288"	"https://www.emeraldinsight.com/loi/ejim"	1998	1		2016	19			"Marketing;Logistik"
548	"European Journal of Marketing (früher: British Journal of Marketing)"	"Emerald (ehemals: MCB University Press)"	"Wirtschaftswissenschaften"	"0309-0566;1758-7123"	"0309-0566"	"2002936-6"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALIC&jour_id=548"	"https://www.emeraldinsight.com/loi/ejm"	1967	1		2016	50			"Marketing"
193870	"European Journal of Training and Development "	"Emerald"	"Wirtschaftswissenschaften"	"2046-9012"	"2046-9012"	"2697301-7"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALIC&jour_id=193870"	"https://www.emeraldinsight.com/journal/ejtd"	2012	36		2016	40			"Unternehmensführung"
